CD_RootImage,BotSum,HumanSum
3 3 D4 44.jpg,44,46.0
2 27 C3 40.jpg,65,67.0
3 3 D3 59.jpg,69,49.0
2 26 D3 6.jpg,73,64.0
2 26 D1 19.jpg,82,80.0
2 22 C1 26.jpg,30,33.0
2 21 D1 26.jpg,20,29.0
3 6 C5 23.jpg,52,44.0
2 27 C1 45.jpg,58,61.0
2 23 C1 43.jpg,31,56.0
2 25 D1 11.jpg,54,63.0
2 25 C5 32.jpg,23,16.0
2 25 D4 11.jpg,55,55.0
2 25 D4 21.jpg,72,77.0
3 6 D4 41.jpg,54,57.0
3 6 C3 44.jpg,48,49.0
2 26 C1 41.jpg,60,56.0
3 10 D5 13.jpg,61,51.0
3 5 D2 18.jpg,57,58.0
2 24 D4 48.jpg,59,66.0
3 1 D2 50.jpg,31,43.0
3 1 C2 37.jpg,0,0.0
2 27 D1 50.jpg,81,91.0
3 5 D1 46.jpg,5,14.0
2 27 D4 48.jpg,137,74.0
2 24 D1 15.jpg,69,67.0
3 7 C2 18.jpg,61,65.0
2 23 C2 48.jpg,54,58.0
3 9 D5 20.jpg,43,46.0
2 26 D1 26.jpg,43,68.0
3 5 C3 19.jpg,80,63.0
2 26 C3 58.jpg,31,42.0
3 4 C1 58.jpg,50,60.0
2 28 D3 3.jpg,28,53.0
3 5 C4 34.jpg,33,43.0
2 24 D3 55.jpg,62,59.0
3 3 D4 53.jpg,0,0.0
2 28 D5 44.jpg,88,83.0
2 21 D1 44.jpg,4,11.0
3 1 D2 23.jpg,84,66.0
2 23 C3 7.jpg,3,7.0
3 1 D5 50.jpg,57,59.0
2 26 D4 33.jpg,84,88.0
3 2 D2 50.jpg,46,46.0
3 8 C3 2.jpg,21,29.0
2 24 C4 18.jpg,9,11.0
3 2 C3 46.jpg,14,20.0
3 2 C3 55.jpg,24,44.0
3 6 D4 29.jpg,55,40.0
3 6 C5 17.jpg,24,37.0
3 5 D2 33.jpg,50,44.0
2 27 C5 48.jpg,62,57.0
3 3 D3 23.jpg,43,54.0
2 25 C2 17.jpg,72,85.0
2 24 D3 8.jpg,56,56.0
2 21 C1 17.jpg,18,32.0
3 1 C5 7.jpg,84,79.0
2 26 C5 45.jpg,70,62.0
3 3 C2 9.jpg,74,68.0
3 3 C3 53.jpg,26,27.0
3 2 C3 56.jpg,66,57.0
2 23 C3 43.jpg,23,22.0
2 28 C4 52.jpg,103,85.0
2 27 C2 46.jpg,33,46.0
3 8 D5 31.jpg,15,62.0
2 26 C1 43.jpg,32,58.0
3 1 C2 34.jpg,41,57.0
3 1 D1 25.jpg,46,42.0
3 7 C4 49.jpg,59,73.0
3 2 C4 27.jpg,52,67.0
2 23 C2 14.jpg,52,54.0
2 25 D2 41.jpg,66,78.0
3 1 C3 37.jpg,54,64.0
3 5 C3 28.jpg,71,65.0
2 27 C5 50.jpg,0,1.0
3 4 D4 34.jpg,34,26.0
3 5 C5 33.jpg,21,28.0
3 9 C4 14.jpg,23,16.0
3 10 D5 58.jpg,0,1.0
3 2 C3 4.jpg,86,89.0
2 23 D1 17.jpg,30,51.0
2 27 C4 27.jpg,47,46.0
3 2 C5 45.jpg,60,51.0
2 28 C4 21.jpg,37,44.0
3 6 C2 55.jpg,45,50.0
3 5 C3 15.jpg,31,39.0
3 5 C1 3.jpg,90,93.0
3 2 D5 17.jpg,83,99.0
3 5 D5 16.jpg,31,38.0
2 28 C5 3.jpg,42,51.0
3 1 C4 8.jpg,121,93.0
3 4 D3 21.jpg,49,48.0
2 27 D4 35.jpg,63,48.0
3 8 D5 45.jpg,46,50.0
3 3 D3 54.jpg,13,4.0
3 9 D5 54.jpg,49,53.0
3 4 C3 49.jpg,36,43.0
3 5 D3 9.jpg,52,49.0
2 24 C3 55.jpg,51,45.0
2 27 C2 59.jpg,34,31.0
2 27 D2 51.jpg,44,42.0
3 1 C2 55.jpg,70,94.0
2 26 C2 49.jpg,41,44.0
3 4 C3 36.jpg,69,61.0
3 8 C4 27.jpg,50,53.0
3 4 D2 21.jpg,75,41.0
3 4 C3 60.jpg,19,21.0
2 26 D4 30.jpg,53,60.0
3 5 C2 9.jpg,45,57.0
3 1 D3 46.jpg,32,53.0
3 3 D1 7.jpg,3,1.0
2 28 C4 43.jpg,51,65.0
3 1 D4 56.jpg,61,71.0
3 5 D3 48.jpg,51,52.0
3 3 D2 11.jpg,71,87.0
2 27 D4 6.jpg,52,52.0
2 27 D1 43.jpg,76,92.0
3 9 D5 15.jpg,18,21.0
3 1 C3 21.jpg,50,67.0
3 2 C2 48.jpg,21,25.0
3 7 C2 34.jpg,88,68.0
3 1 D5 55.jpg,105,74.0
2 24 C4 38.jpg,10,19.0
3 4 C4 52.jpg,115,86.0
2 22 D2 33.jpg,16,17.0
3 6 C5 26.jpg,70,57.0
3 7 C5 1.jpg,53,58.0
3 6 D1 29.jpg,24,32.0
2 22 D1 35.jpg,23,44.0
3 5 D5 47.jpg,36,40.0
2 22 D2 1.jpg,17,26.0
3 7 C5 27.jpg,42,55.0
2 25 C5 46.jpg,5,7.0
2 28 C5 56.jpg,42,52.0
2 27 C1 16.jpg,46,58.0
3 7 D2 2.jpg,50,58.0
2 24 D2 6.jpg,62,64.0
2 22 D1 3.jpg,16,35.0
3 4 D3 31.jpg,68,53.0
3 6 C3 43.jpg,49,51.0
3 6 D2 45.jpg,28,32.0
3 6 C1 6.jpg,42,40.0
2 23 C2 59.jpg,30,27.0
2 21 C1 31.jpg,14,21.0
2 25 D5 21.jpg,21,12.0
3 6 D3 5.jpg,51,53.0
2 28 D4 17.jpg,62,93.0
2 25 C3 34.jpg,49,54.0
3 1 C2 57.jpg,53,80.0
3 7 D3 30.jpg,63,55.0
3 2 D5 47.jpg,73,59.0
3 1 C5 14.jpg,80,62.0
3 2 D4 51.jpg,87,92.0
2 22 D1 8.jpg,58,48.0
2 28 D5 42.jpg,49,66.0
3 1 D5 58.jpg,86,61.0
3 1 D1 47.jpg,59,77.0
2 25 C4 43.jpg,65,61.0
3 3 D2 6.jpg,54,64.0
3 7 D3 17.jpg,40,42.0
3 1 C1 43.jpg,41,71.0
3 4 D2 52.jpg,55,64.0
3 1 C2 52.jpg,47,73.0
2 27 D5 8.jpg,64,60.0
3 7 D4 47.jpg,70,74.0
2 27 D2 4.jpg,112,101.0
3 5 D4 55.jpg,55,53.0
3 6 C5 14.jpg,48,50.0
2 27 D5 32.jpg,88,48.0
3 3 D5 14.jpg,84,60.0
3 8 D3 16.jpg,43,56.0
3 5 C3 27.jpg,52,62.0
3 8 D5 19.jpg,0,1.0
3 5 C5 26.jpg,47,41.0
2 24 D4 53.jpg,7,9.0
2 26 C1 33.jpg,41,44.0
3 6 C2 17.jpg,1,5.0
3 4 D4 50.jpg,27,22.0
3 2 D3 52.jpg,34,57.0
3 7 D2 31.jpg,72,61.0
3 3 C4 54.jpg,0,0.0
3 4 C1 11.jpg,19,29.0
2 27 C3 56.jpg,9,41.0
2 26 C2 28.jpg,103,73.0
2 28 D4 8.jpg,52,66.0
2 25 C2 52.jpg,54,65.0
2 25 D1 2.jpg,2,1.0
3 5 D5 28.jpg,59,59.0
2 21 C1 53.jpg,21,25.0
3 3 D2 40.jpg,58,82.0
2 24 D2 37.jpg,29,54.0
3 5 C2 12.jpg,49,46.0
3 5 D4 45.jpg,37,57.0
3 2 C4 23.jpg,31,40.0
2 26 D3 47.jpg,73,82.0
2 27 D1 49.jpg,87,94.0
2 26 D1 3.jpg,61,55.0
3 3 D3 7.jpg,81,72.0
3 3 C1 55.jpg,54,40.0
3 8 C4 47.jpg,6,1.0
2 28 C3 27.jpg,47,50.0
2 25 C2 37.jpg,13,11.0
3 3 D4 17.jpg,73,67.0
3 1 C2 58.jpg,33,63.0
3 6 D3 42.jpg,55,40.0
3 3 C4 30.jpg,61,83.0
2 26 D4 27.jpg,102,70.0
3 9 D5 10.jpg,0,0.0
2 28 D4 35.jpg,56,71.0
3 6 D3 36.jpg,50,45.0
3 5 C4 57.jpg,22,20.0
3 2 C4 41.jpg,92,84.0
3 1 D2 59.jpg,72,69.0
3 6 D2 19.jpg,53,63.0
2 23 D3 56.jpg,7,8.0
2 26 C3 42.jpg,50,67.0
3 4 D3 57.jpg,1,0.0
3 4 C5 7.jpg,50,48.0
2 23 C2 20.jpg,29,35.0
3 3 C1 16.jpg,76,90.0
3 3 C1 59.jpg,88,92.0
2 25 C2 7.jpg,88,78.0
3 6 C4 51.jpg,22,25.0
3 3 C5 51.jpg,117,89.0
2 25 C1 7.jpg,54,50.0
3 1 D1 38.jpg,77,90.0
3 7 D5 47.jpg,50,51.0
2 25 C2 34.jpg,74,65.0
3 9 D4 29.jpg,45,60.0
3 1 D5 52.jpg,52,71.0
3 8 C4 15.jpg,41,42.0
3 7 C4 52.jpg,100,89.0
2 23 C3 48.jpg,30,28.0
2 26 C3 44.jpg,75,73.0
3 4 D3 26.jpg,45,58.0
2 25 D3 40.jpg,82,53.0
2 21 D1 42.jpg,2,7.0
2 28 D3 6.jpg,73,84.0
2 27 C3 52.jpg,62,64.0
3 5 C2 33.jpg,48,52.0
3 6 D4 49.jpg,70,62.0
2 24 C1 26.jpg,74,65.0
3 5 C3 16.jpg,2,5.0
3 7 C2 40.jpg,27,30.0
3 2 C2 7.jpg,23,31.0
2 23 C1 20.jpg,42,63.0
2 24 C2 52.jpg,51,50.0
3 9 C4 12.jpg,8,12.0
3 2 D1 32.jpg,33,49.0
2 24 C3 21.jpg,41,43.0
3 5 D4 20.jpg,73,70.0
2 24 C4 23.jpg,15,18.0
3 6 D3 14.jpg,76,72.0
3 3 D5 55.jpg,64,50.0
2 26 C5 25.jpg,38,28.0
2 23 C2 27.jpg,66,53.0
2 22 C1 23.jpg,23,28.0
2 28 C4 39.jpg,49,75.0
3 9 D4 19.jpg,70,71.0
3 2 D4 21.jpg,113,96.0
3 7 D2 1.jpg,26,65.0
3 8 C5 15.jpg,2,0.0
3 1 D2 6.jpg,60,58.0
2 28 D5 14.jpg,102,79.0
2 21 D1 48.jpg,11,14.0
2 21 D1 35.jpg,14,17.0
3 6 C5 9.jpg,80,74.0
3 1 C2 45.jpg,24,30.0
2 26 D3 20.jpg,55,54.0
2 26 C4 20.jpg,59,77.0
3 4 D2 44.jpg,68,51.0
3 5 D4 58.jpg,2,0.0
2 26 C2 5.jpg,47,45.0
3 5 C3 14.jpg,19,27.0
2 26 C2 56.jpg,38,44.0
2 28 C4 44.jpg,35,55.0
3 2 C5 59.jpg,2,2.0
3 4 D4 56.jpg,16,7.0
2 25 C4 4.jpg,47,36.0
3 2 C5 23.jpg,53,54.0
2 24 D1 5.jpg,48,45.0
2 28 C2 51.jpg,52,58.0
2 25 C3 50.jpg,58,69.0
3 5 D3 26.jpg,79,75.0
3 9 C4 11.jpg,25,31.0
3 1 C3 60.jpg,47,45.0
3 2 D4 23.jpg,87,83.0
2 26 C2 1.jpg,46,44.0
3 4 D5 34.jpg,51,46.0
2 26 D5 3.jpg,47,63.0
2 26 D4 56.jpg,33,46.0
3 2 D5 50.jpg,76,79.0
2 24 C2 31.jpg,56,64.0
2 26 D3 4.jpg,50,55.0
3 5 D5 41.jpg,35,37.0
3 3 C4 11.jpg,32,37.0
3 3 C2 30.jpg,77,83.0
2 25 D3 30.jpg,53,65.0
3 1 D2 54.jpg,49,57.0
2 27 D5 31.jpg,80,46.0
2 27 C4 36.jpg,42,40.0
3 9 C4 51.jpg,13,20.0
2 22 C2 32.jpg,6,7.0
2 26 C3 4.jpg,62,62.0
3 6 C5 15.jpg,1,0.0
2 27 C5 56.jpg,63,59.0
3 4 C3 39.jpg,37,39.0
3 3 D4 42.jpg,75,51.0
3 1 D2 49.jpg,78,77.0
3 5 D3 37.jpg,39,43.0
3 7 C3 53.jpg,8,18.0
3 2 C4 58.jpg,62,76.0
3 1 C1 57.jpg,21,22.0
3 5 D4 51.jpg,72,76.0
3 4 D3 7.jpg,3,3.0
2 28 C2 53.jpg,63,53.0
3 8 C4 14.jpg,10,27.0
3 1 C3 45.jpg,42,56.0
2 28 D4 9.jpg,59,68.0
3 2 D1 4.jpg,76,79.0
2 28 D3 36.jpg,95,91.0
2 28 C3 32.jpg,47,50.0
3 3 C2 10.jpg,54,53.0
3 3 C2 58.jpg,56,50.0
2 25 C3 16.jpg,54,63.0
3 5 C5 49.jpg,43,43.0
3 3 C4 55.jpg,98,82.0
3 4 D1 26.jpg,1,0.0
2 25 C1 57.jpg,87,92.0
3 7 C4 28.jpg,56,61.0
3 7 D3 33.jpg,59,61.0
3 1 D2 25.jpg,33,42.0
3 10 C5 35.jpg,65,62.0
3 3 C2 47.jpg,15,42.0
3 6 D1 18.jpg,50,48.0
2 27 D5 47.jpg,34,19.0
3 8 D3 50.jpg,49,44.0
2 28 C1 40.jpg,83,61.0
3 6 D3 32.jpg,67,49.0
3 3 C1 35.jpg,28,32.0
3 6 D4 32.jpg,62,48.0
2 25 D4 2.jpg,10,37.0
3 4 C2 30.jpg,111,66.0
2 24 D3 44.jpg,35,43.0
3 3 D3 9.jpg,51,50.0
2 27 D4 53.jpg,56,56.0
3 5 C3 55.jpg,78,68.0
3 5 D5 43.jpg,63,62.0
2 28 D3 17.jpg,56,58.0
3 5 C4 24.jpg,4,1.0
3 3 D4 58.jpg,3,0.0
3 9 D5 16.jpg,4,7.0
3 9 C4 25.jpg,43,59.0
2 26 C2 30.jpg,67,77.0
3 8 C5 32.jpg,86,60.0
3 4 C4 57.jpg,42,25.0
3 1 C2 2.jpg,19,18.0
3 5 D4 12.jpg,43,56.0
3 6 D2 46.jpg,67,60.0
3 8 D5 7.jpg,7,2.0
3 6 C1 42.jpg,28,24.0
2 27 C1 14.jpg,32,53.0
3 8 D3 3.jpg,9,28.0
3 2 D1 53.jpg,76,62.0
2 28 C3 23.jpg,57,56.0
2 22 C1 7.jpg,19,45.0
3 6 C5 43.jpg,47,44.0
2 26 C5 26.jpg,23,22.0
3 6 C2 15.jpg,13,0.0
2 26 D2 42.jpg,86,83.0
2 25 C5 30.jpg,17,12.0
2 28 D1 10.jpg,63,87.0
3 6 C1 25.jpg,3,1.0
3 10 C5 44.jpg,17,23.0
3 3 D1 10.jpg,40,68.0
3 5 C5 12.jpg,2,3.0
3 6 D2 8.jpg,65,62.0
3 2 D3 43.jpg,30,22.0
3 7 C3 58.jpg,8,1.0
2 25 C5 35.jpg,27,29.0
3 2 C1 55.jpg,62,48.0
3 4 D2 53.jpg,85,59.0
3 6 C5 46.jpg,39,37.0
2 28 C2 54.jpg,24,25.0
2 23 D1 18.jpg,34,38.0
2 26 C5 59.jpg,17,32.0
3 2 D1 50.jpg,44,68.0
3 5 D5 48.jpg,37,46.0
2 23 D2 5.jpg,20,34.0
3 5 C5 54.jpg,53,38.0
2 27 C2 42.jpg,19,46.0
3 4 D4 5.jpg,77,63.0
3 5 C5 39.jpg,26,35.0
2 24 D3 39.jpg,43,42.0
2 25 C5 54.jpg,5,7.0
2 25 D5 56.jpg,11,10.0
3 6 C3 27.jpg,80,77.0
3 3 C4 20.jpg,81,96.0
2 26 D4 12.jpg,57,64.0
3 6 C1 27.jpg,28,24.0
2 21 D1 1.jpg,8,12.0
2 25 C5 38.jpg,27,23.0
2 25 D2 22.jpg,90,75.0
3 7 D5 53.jpg,65,47.0
3 8 C4 43.jpg,47,51.0
2 25 D3 46.jpg,89,58.0
3 5 D2 25.jpg,30,27.0
2 28 C1 36.jpg,60,81.0
2 21 D1 12.jpg,4,10.0
2 26 D2 27.jpg,111,92.0
3 1 C5 24.jpg,83,73.0
2 28 D2 11.jpg,102,93.0
3 5 C2 5.jpg,53,41.0
2 26 C4 56.jpg,67,60.0
2 23 D1 5.jpg,51,56.0
3 4 C2 38.jpg,41,28.0
3 3 C3 17.jpg,66,63.0
3 5 D5 38.jpg,34,51.0
3 7 C2 13.jpg,44,37.0
2 25 D3 41.jpg,41,45.0
3 6 D1 59.jpg,33,30.0
2 22 D1 6.jpg,55,60.0
2 24 D3 49.jpg,43,56.0
3 2 C3 59.jpg,0,0.0
3 6 C4 36.jpg,16,15.0
2 27 C1 49.jpg,65,50.0
2 25 C1 30.jpg,73,61.0
3 6 D5 55.jpg,26,42.0
3 5 C5 31.jpg,65,66.0
2 28 D4 1.jpg,6,9.0
2 26 C5 47.jpg,2,2.0
2 28 D1 25.jpg,72,81.0
3 5 D5 19.jpg,36,54.0
3 3 C2 28.jpg,88,54.0
2 21 C1 51.jpg,5,7.0
2 25 C2 2.jpg,65,65.0
2 25 D5 51.jpg,19,10.0
2 23 D3 6.jpg,13,14.0
3 2 C3 1.jpg,21,2.0
2 28 C5 15.jpg,1,0.0
3 5 D4 6.jpg,1,22.0
2 22 C1 21.jpg,31,38.0
2 24 D2 57.jpg,56,59.0
2 25 D4 7.jpg,43,40.0
3 1 D3 2.jpg,87,73.0
2 24 C4 4.jpg,20,20.0
3 3 C1 6.jpg,72,57.0
3 4 C4 45.jpg,60,48.0
2 27 C1 36.jpg,46,68.0
3 7 C5 33.jpg,36,40.0
3 8 C5 25.jpg,51,45.0
3 5 C5 48.jpg,75,75.0
3 3 C4 29.jpg,11,17.0
2 25 C4 48.jpg,48,33.0
2 24 D4 57.jpg,12,10.0
3 10 C5 28.jpg,57,72.0
2 25 D2 7.jpg,99,74.0
3 1 C4 25.jpg,58,43.0
2 23 D1 13.jpg,49,64.0
2 27 C2 57.jpg,82,69.0
2 25 C5 56.jpg,18,21.0
3 5 D2 51.jpg,32,22.0
2 28 D4 22.jpg,56,61.0
3 7 D2 46.jpg,46,46.0
3 6 C3 16.jpg,0,0.0
3 6 D2 33.jpg,84,60.0
3 5 D2 37.jpg,31,47.0
2 27 C3 11.jpg,12,27.0
2 25 C3 37.jpg,64,80.0
2 26 D4 55.jpg,76,69.0
2 27 C5 32.jpg,73,48.0
3 5 C1 60.jpg,3,1.0
2 25 C4 18.jpg,100,85.0
3 6 C2 26.jpg,27,45.0
2 28 C3 33.jpg,56,66.0
3 9 C4 37.jpg,54,55.0
3 8 D4 39.jpg,11,7.0
3 3 D1 47.jpg,61,65.0
2 28 C4 56.jpg,58,63.0
2 28 C5 20.jpg,54,47.0
3 4 C3 24.jpg,1,0.0
3 7 D5 11.jpg,73,65.0
2 24 C2 2.jpg,78,68.0
2 24 C3 11.jpg,57,43.0
2 25 D3 57.jpg,72,70.0
3 2 D3 35.jpg,73,82.0
2 27 D4 14.jpg,65,63.0
2 25 D5 53.jpg,1,6.0
3 2 C5 16.jpg,33,38.0
3 1 D4 31.jpg,46,46.0
3 1 D4 42.jpg,73,70.0
3 1 D4 44.jpg,43,58.0
2 26 D2 32.jpg,107,95.0
2 26 D2 25.jpg,34,45.0
3 3 C1 17.jpg,75,89.0
2 25 C3 14.jpg,17,35.0
3 6 D1 53.jpg,56,50.0
2 23 D1 46.jpg,49,42.0
3 1 C2 12.jpg,68,104.0
2 28 D5 3.jpg,67,68.0
3 3 C4 56.jpg,15,20.0
3 6 D4 36.jpg,72,53.0
2 28 D4 31.jpg,40,50.0
2 28 D1 17.jpg,73,82.0
2 24 C2 21.jpg,28,29.0
3 9 D4 28.jpg,100,58.0
3 7 D5 30.jpg,55,57.0
3 8 D3 10.jpg,19,21.0
3 7 C2 3.jpg,62,61.0
3 10 D5 23.jpg,51,86.0
3 1 C2 43.jpg,65,72.0
3 3 D4 45.jpg,89,74.0
3 8 C5 56.jpg,79,64.0
3 8 D3 20.jpg,31,45.0
2 26 D4 31.jpg,49,51.0
2 28 D4 32.jpg,78,73.0
3 8 D3 13.jpg,21,34.0
3 1 C5 44.jpg,55,47.0
3 4 C5 24.jpg,87,70.0
3 5 D5 40.jpg,73,70.0
2 28 C2 43.jpg,62,64.0
3 1 D2 27.jpg,62,47.0
3 8 C3 25.jpg,53,38.0
2 28 C3 19.jpg,62,65.0
2 25 D3 22.jpg,34,54.0
2 27 C1 3.jpg,36,68.0
2 25 D2 55.jpg,85,74.0
3 5 C1 31.jpg,56,58.0
3 6 C4 9.jpg,41,62.0
3 5 D4 3.jpg,53,73.0
3 2 D3 36.jpg,59,63.0
2 24 D4 40.jpg,22,28.0
2 28 D3 22.jpg,77,64.0
2 25 C3 22.jpg,69,64.0
3 2 D1 18.jpg,32,54.0
3 2 D4 4.jpg,82,77.0
2 23 C2 35.jpg,14,35.0
3 3 D5 32.jpg,104,73.0
3 3 C3 54.jpg,17,45.0
2 25 C1 59.jpg,73,83.0
2 28 C5 23.jpg,65,58.0
2 24 D3 34.jpg,52,39.0
2 28 C4 20.jpg,61,70.0
2 24 C3 54.jpg,18,33.0
3 5 C3 59.jpg,49,47.0
3 1 D5 53.jpg,29,43.0
3 7 D2 36.jpg,32,39.0
3 4 C5 15.jpg,11,0.0
3 2 C3 40.jpg,65,68.0
3 6 C2 31.jpg,33,42.0
3 5 D2 41.jpg,42,43.0
2 26 D5 30.jpg,24,48.0
3 8 C5 17.jpg,53,46.0
2 28 D5 47.jpg,29,45.0
2 28 D4 40.jpg,60,71.0
3 2 C4 25.jpg,61,53.0
3 8 D3 32.jpg,41,46.0
2 21 D1 49.jpg,16,15.0
2 26 D1 34.jpg,68,82.0
3 5 C1 38.jpg,68,59.0
2 25 D1 20.jpg,52,53.0
3 4 D1 32.jpg,38,50.0
2 22 D2 32.jpg,13,21.0
2 23 C2 45.jpg,26,51.0
3 5 D2 19.jpg,49,36.0
3 9 D4 8.jpg,50,50.0
2 28 D4 54.jpg,92,79.0
2 23 D2 23.jpg,46,54.0
3 7 C2 21.jpg,59,57.0
3 4 C4 43.jpg,44,49.0
3 5 D3 21.jpg,83,48.0
3 8 C3 39.jpg,13,34.0
3 4 D1 20.jpg,46,43.0
3 5 C2 1.jpg,27,29.0
3 10 D5 35.jpg,5,18.0
2 26 C4 54.jpg,28,24.0
3 5 C3 3.jpg,52,57.0
2 24 D3 56.jpg,51,59.0
3 5 D5 33.jpg,75,63.0
2 27 D2 36.jpg,27,34.0
2 24 D4 13.jpg,30,28.0
2 25 C5 47.jpg,9,6.0
2 25 C2 39.jpg,95,70.0
2 26 C3 18.jpg,36,42.0
3 7 D4 31.jpg,0,1.0
3 9 C4 5.jpg,0,0.0
3 6 D4 13.jpg,35,48.0
2 23 D2 10.jpg,40,46.0
2 21 C1 1.jpg,5,12.0
3 5 C1 23.jpg,40,43.0
2 28 C5 55.jpg,11,15.0
3 6 C5 11.jpg,12,20.0
3 4 D5 5.jpg,71,52.0
3 1 D2 41.jpg,57,58.0
2 26 D2 29.jpg,20,23.0
3 6 D3 30.jpg,51,56.0
3 6 D3 59.jpg,23,29.0
3 1 C1 16.jpg,57,65.0
2 22 D2 49.jpg,29,22.0
2 23 C3 21.jpg,21,20.0
2 23 D1 24.jpg,46,60.0
2 26 D3 58.jpg,8,7.0
3 4 C5 47.jpg,0,0.0
3 2 D5 54.jpg,88,61.0
3 7 D3 52.jpg,4,0.0
2 23 D3 49.jpg,18,17.0
2 28 C1 11.jpg,31,66.0
3 5 D1 39.jpg,21,47.0
2 26 D5 43.jpg,45,54.0
3 3 D3 31.jpg,62,53.0
2 26 D4 9.jpg,97,83.0
3 7 D5 58.jpg,32,36.0
2 26 C5 32.jpg,51,45.0
3 5 D4 56.jpg,2,20.0
3 6 C3 11.jpg,43,46.0
2 22 D2 44.jpg,23,22.0
3 5 C2 10.jpg,46,49.0
2 24 D2 13.jpg,66,67.0
3 1 C2 28.jpg,106,67.0
3 3 C5 27.jpg,65,60.0
2 24 D1 22.jpg,68,67.0
2 24 D3 41.jpg,39,32.0
2 21 D1 53.jpg,24,27.0
3 1 D3 41.jpg,44,60.0
3 3 C2 45.jpg,26,14.0
3 6 C4 17.jpg,54,65.0
3 5 D1 29.jpg,69,65.0
2 26 C5 46.jpg,14,27.0
3 1 D3 58.jpg,66,61.0
2 27 C2 3.jpg,76,63.0
3 6 D2 51.jpg,80,57.0
3 6 D5 50.jpg,27,35.0
3 9 C5 28.jpg,70,63.0
2 24 C3 19.jpg,39,56.0
2 28 D1 21.jpg,40,46.0
2 25 C3 23.jpg,66,68.0
3 2 D3 5.jpg,52,65.0
2 25 D2 43.jpg,82,88.0
2 24 D4 4.jpg,11,7.0
2 25 C1 9.jpg,77,67.0
2 23 D2 50.jpg,38,58.0
3 3 D3 2.jpg,80,86.0
3 2 C1 20.jpg,33,45.0
3 4 D2 36.jpg,46,29.0
3 4 C4 58.jpg,33,38.0
2 22 D2 47.jpg,7,6.0
2 25 C5 29.jpg,10,18.0
3 4 D1 58.jpg,1,1.0
2 28 D5 27.jpg,105,92.0
3 6 D4 22.jpg,59,33.0
2 25 C1 4.jpg,62,61.0
3 2 C5 20.jpg,39,48.0
2 25 C3 58.jpg,62,53.0
2 26 D3 16.jpg,47,50.0
3 2 C5 17.jpg,47,60.0
2 28 D1 55.jpg,60,64.0
3 2 D2 13.jpg,69,82.0
2 23 D1 53.jpg,57,54.0
2 24 D1 38.jpg,55,86.0
2 26 D3 8.jpg,79,78.0
2 26 C3 7.jpg,46,61.0
3 2 D2 57.jpg,62,61.0
2 25 D2 32.jpg,105,88.0
2 24 C2 30.jpg,45,59.0
2 24 D2 15.jpg,68,53.0
2 27 D1 54.jpg,52,82.0
2 28 D1 59.jpg,20,25.0
2 25 D3 51.jpg,86,75.0
3 2 C3 10.jpg,56,52.0
3 10 D5 59.jpg,0,3.0
3 2 C1 18.jpg,43,69.0
2 25 D3 10.jpg,75,58.0
2 24 D4 36.jpg,15,16.0
2 26 D1 39.jpg,59,79.0
2 27 C5 45.jpg,60,65.0
2 28 C5 19.jpg,83,81.0
3 6 C3 57.jpg,22,25.0
3 4 D5 48.jpg,86,71.0
3 2 C3 14.jpg,14,24.0
3 4 C2 40.jpg,79,77.0
2 28 C4 28.jpg,52,65.0
3 7 D2 43.jpg,81,76.0
2 24 D2 4.jpg,47,76.0
3 4 C3 20.jpg,73,63.0
3 9 C4 42.jpg,20,24.0
2 26 D5 53.jpg,29,34.0
2 23 C3 23.jpg,5,4.0
2 26 D1 13.jpg,68,74.0
2 25 C1 19.jpg,50,73.0
3 7 C5 10.jpg,57,55.0
3 2 D2 7.jpg,91,87.0
3 4 C5 3.jpg,34,46.0
3 5 C5 28.jpg,25,26.0
3 4 D5 53.jpg,8,9.0
3 1 C4 23.jpg,43,34.0
3 8 D3 6.jpg,55,65.0
3 5 C1 1.jpg,37,34.0
3 3 C2 48.jpg,24,37.0
2 28 C5 53.jpg,52,56.0
3 3 D1 30.jpg,50,99.0
2 25 C2 20.jpg,89,79.0
3 5 D5 11.jpg,74,48.0
3 4 C1 36.jpg,56,45.0
3 6 C2 38.jpg,17,25.0
3 1 C5 34.jpg,65,53.0
3 9 D4 49.jpg,39,40.0
2 22 C2 23.jpg,5,9.0
2 27 C5 52.jpg,22,27.0
2 25 C1 2.jpg,48,52.0
3 8 C4 39.jpg,49,47.0
3 4 C4 7.jpg,74,81.0
3 7 D4 35.jpg,8,1.0
2 25 D2 47.jpg,119,93.0
3 8 D4 35.jpg,8,6.0
2 28 D3 27.jpg,59,65.0
2 28 C2 8.jpg,59,54.0
3 6 C1 43.jpg,9,2.0
2 26 C3 48.jpg,45,44.0
2 22 C1 30.jpg,49,47.0
3 3 C4 39.jpg,75,74.0
2 21 C1 3.jpg,29,26.0
3 8 D3 25.jpg,81,57.0
2 26 D2 54.jpg,76,79.0
3 2 D1 42.jpg,40,52.0
3 3 C4 7.jpg,86,109.0
3 3 C1 30.jpg,37,33.0
3 7 D4 50.jpg,35,33.0
3 1 C3 5.jpg,56,57.0
3 7 C4 11.jpg,14,19.0
2 28 D3 38.jpg,66,68.0
3 2 D5 43.jpg,98,88.0
3 7 D2 21.jpg,29,64.0
3 4 D4 11.jpg,29,45.0
3 6 D4 37.jpg,41,36.0
3 5 C2 47.jpg,34,43.0
