CD_RootImage,BotSum,HumanSum
3 4 D1 41.jpg,57,45.0
3 5 D3 36.jpg,45,44.0
2 27 D3 9.jpg,18,31.0
3 4 C5 49.jpg,62,50.0
3 1 D2 60.jpg,89,93.0
3 7 C2 9.jpg,24,49.0
3 6 D5 57.jpg,33,43.0
2 22 C2 31.jpg,9,15.0
2 23 C2 51.jpg,44,47.0
2 24 C2 57.jpg,54,60.0
3 3 C1 47.jpg,70,52.0
2 27 D3 7.jpg,112,99.0
2 27 C4 55.jpg,66,74.0
2 26 C1 46.jpg,62,62.0
3 1 D4 58.jpg,0,27.0
3 4 C5 54.jpg,19,24.0
2 24 D2 36.jpg,42,28.0
3 1 C4 54.jpg,2,1.0
3 1 D3 5.jpg,64,61.0
2 24 D2 9.jpg,49,43.0
2 28 C5 25.jpg,28,46.0
2 25 D4 51.jpg,39,51.0
3 6 C5 45.jpg,60,49.0
3 6 C3 1.jpg,2,0.0
2 27 D5 55.jpg,80,56.0
2 24 C3 6.jpg,36,44.0
3 4 D3 40.jpg,61,43.0
3 2 C1 28.jpg,18,52.0
2 23 D1 51.jpg,55,71.0
3 7 C3 41.jpg,21,28.0
3 1 D1 58.jpg,44,57.0
3 6 D2 48.jpg,64,50.0
2 27 D1 6.jpg,65,87.0
3 4 C4 9.jpg,65,35.0
3 4 C5 55.jpg,1,2.0
3 10 C5 14.jpg,23,39.0
2 28 C4 30.jpg,127,102.0
3 4 D2 43.jpg,69,62.0
3 6 C1 20.jpg,26,32.0
3 9 D5 39.jpg,3,22.0
3 4 C5 12.jpg,1,0.0
3 2 C5 33.jpg,67,78.0
3 3 C5 10.jpg,38,42.0
3 7 C4 14.jpg,36,40.0
3 4 D4 44.jpg,45,19.0
2 23 C2 50.jpg,23,30.0
3 4 C1 31.jpg,48,42.0
3 5 C5 44.jpg,16,19.0
3 10 D5 1.jpg,7,9.0
3 2 C5 43.jpg,82,53.0
3 4 D1 39.jpg,49,39.0
2 24 C3 10.jpg,36,42.0
2 26 D5 15.jpg,48,41.0
3 4 C5 17.jpg,45,50.0
3 2 D4 9.jpg,73,80.0
2 25 D3 4.jpg,68,80.0
3 6 D5 49.jpg,44,55.0
2 24 C4 46.jpg,20,18.0
2 26 D1 51.jpg,1,1.0
3 6 C1 55.jpg,20,38.0
2 23 D2 17.jpg,85,43.0
2 22 D2 15.jpg,6,12.0
2 28 C5 47.jpg,4,4.0
3 7 C5 49.jpg,42,42.0
3 2 D2 9.jpg,53,65.0
3 3 C5 32.jpg,120,88.0
2 25 D5 9.jpg,30,22.0
3 9 C5 49.jpg,6,5.0
2 25 C2 53.jpg,53,52.0
2 28 D3 20.jpg,52,59.0
2 26 D3 43.jpg,21,39.0
3 2 C5 31.jpg,47,54.0
3 8 D4 14.jpg,56,81.0
3 7 D5 17.jpg,81,91.0
3 3 D5 57.jpg,81,68.0
3 6 C5 27.jpg,41,30.0
3 2 C4 29.jpg,36,39.0
3 4 D4 20.jpg,65,56.0
3 2 D3 42.jpg,46,52.0
3 5 C3 45.jpg,33,45.0
3 3 C3 50.jpg,19,22.0
3 1 D1 31.jpg,25,43.0
2 26 D4 26.jpg,59,81.0
2 25 D3 38.jpg,77,67.0
2 27 D2 58.jpg,59,40.0
2 25 D5 36.jpg,19,2.0
3 3 D3 30.jpg,72,70.0
2 28 D3 15.jpg,96,90.0
3 2 D1 11.jpg,60,63.0
2 21 D1 31.jpg,23,18.0
3 7 D3 40.jpg,50,45.0
3 2 D1 49.jpg,58,67.0
2 25 D5 29.jpg,18,18.0
3 1 C5 60.jpg,63,63.0
2 28 D1 18.jpg,27,47.0
2 26 C1 39.jpg,63,68.0
3 3 D3 56.jpg,99,82.0
3 7 D3 51.jpg,49,50.0
2 25 C5 41.jpg,21,18.0
2 22 C1 24.jpg,37,51.0
3 8 D4 9.jpg,59,64.0
2 26 C1 49.jpg,70,67.0
3 2 C5 22.jpg,63,90.0
2 26 C5 57.jpg,57,55.0
3 3 D2 9.jpg,53,54.0
3 1 C2 22.jpg,53,67.0
3 3 C4 57.jpg,25,15.0
3 8 D5 33.jpg,51,53.0
2 22 D1 7.jpg,25,45.0
3 8 D3 33.jpg,43,51.0
3 1 D4 10.jpg,54,86.0
2 25 C3 47.jpg,33,34.0
2 27 C2 34.jpg,55,43.0
3 2 C4 46.jpg,78,56.0
2 22 C2 19.jpg,7,13.0
2 28 D4 34.jpg,70,67.0
2 25 D5 18.jpg,43,29.0
3 1 C4 20.jpg,89,83.0
2 26 D3 52.jpg,32,48.0
3 5 C3 48.jpg,11,20.0
3 6 D1 21.jpg,3,0.0
3 8 C3 6.jpg,37,43.0
3 8 D4 21.jpg,75,73.0
2 25 D3 21.jpg,60,60.0
2 22 C2 55.jpg,7,10.0
2 26 C2 22.jpg,96,91.0
2 26 C1 11.jpg,27,50.0
3 8 C4 33.jpg,13,2.0
3 6 D5 7.jpg,36,46.0
3 1 C3 14.jpg,29,38.0
3 4 D5 16.jpg,23,37.0
2 27 C1 6.jpg,28,56.0
3 3 C3 22.jpg,55,54.0
2 28 D4 23.jpg,74,93.0
3 2 D4 25.jpg,42,41.0
3 5 C5 19.jpg,39,62.0
2 21 C1 14.jpg,7,14.0
3 1 C1 5.jpg,50,64.0
2 28 D5 22.jpg,91,86.0
3 4 C4 36.jpg,23,24.0
3 3 C1 20.jpg,28,36.0
3 6 D3 13.jpg,41,47.0
3 2 C2 34.jpg,86,79.0
2 25 C5 14.jpg,21,19.0
3 7 D5 19.jpg,0,1.0
2 25 D5 57.jpg,19,15.0
2 27 D1 57.jpg,15,4.0
3 3 C1 27.jpg,18,37.0
3 6 D4 27.jpg,44,36.0
2 28 D4 44.jpg,54,72.0
3 2 D1 7.jpg,1,1.0
2 24 C4 27.jpg,6,12.0
3 4 C1 7.jpg,49,50.0
3 7 D4 8.jpg,70,68.0
2 26 C1 13.jpg,74,86.0
3 4 D4 3.jpg,57,52.0
3 3 C4 24.jpg,5,17.0
3 5 C3 56.jpg,17,16.0
3 2 D1 8.jpg,29,39.0
3 8 C3 46.jpg,25,14.0
2 24 D2 33.jpg,62,58.0
3 9 D4 10.jpg,49,39.0
3 1 D2 7.jpg,77,72.0
2 26 C2 59.jpg,38,42.0
3 5 D2 12.jpg,39,59.0
3 3 C2 2.jpg,102,81.0
2 26 D1 60.jpg,25,40.0
3 2 D5 12.jpg,12,19.0
2 26 C5 27.jpg,50,49.0
3 5 C1 11.jpg,20,45.0
3 7 D4 36.jpg,16,9.0
2 22 C1 35.jpg,43,37.0
2 25 D1 52.jpg,66,73.0
3 7 D5 46.jpg,42,32.0
2 27 D5 36.jpg,51,48.0
2 25 C4 58.jpg,48,52.0
2 25 D3 37.jpg,69,55.0
3 5 D2 7.jpg,53,87.0
3 7 D3 45.jpg,29,45.0
2 28 D2 38.jpg,42,60.0
3 3 D5 4.jpg,107,89.0
2 26 C5 8.jpg,43,39.0
2 25 D3 16.jpg,74,55.0
3 3 D5 6.jpg,80,76.0
3 6 D3 37.jpg,60,65.0
3 1 D5 59.jpg,107,86.0
2 24 C2 28.jpg,34,49.0
3 1 C5 53.jpg,43,41.0
3 7 C3 39.jpg,33,40.0
2 27 C2 22.jpg,76,75.0
2 22 D2 58.jpg,10,11.0
2 25 C4 22.jpg,58,56.0
2 27 C3 22.jpg,53,71.0
2 25 D4 39.jpg,14,17.0
2 24 D1 12.jpg,51,61.0
2 24 C4 22.jpg,8,9.0
3 6 C3 25.jpg,39,43.0
2 24 D4 21.jpg,68,73.0
3 6 D4 33.jpg,96,88.0
3 4 D5 56.jpg,28,31.0
3 7 C3 44.jpg,38,55.0
2 25 D3 23.jpg,86,70.0
3 3 C4 32.jpg,3,0.0
2 24 C1 33.jpg,12,13.0
2 26 D2 3.jpg,1,4.0
3 4 D3 44.jpg,74,57.0
3 1 C1 58.jpg,27,36.0
3 1 C2 5.jpg,61,76.0
2 28 C3 40.jpg,46,44.0
2 27 D3 4.jpg,68,56.0
3 7 D4 13.jpg,53,49.0
3 9 C5 11.jpg,4,5.0
3 5 C1 20.jpg,10,48.0
3 7 C5 9.jpg,74,59.0
3 3 D3 1.jpg,88,81.0
2 27 C1 9.jpg,47,42.0
3 6 C4 56.jpg,27,22.0
3 4 D3 41.jpg,61,46.0
2 23 C3 1.jpg,28,33.0
2 25 D3 53.jpg,76,69.0
3 4 D4 26.jpg,59,56.0
3 4 D3 9.jpg,41,52.0
3 2 C1 14.jpg,55,52.0
3 5 C4 51.jpg,25,24.0
3 6 D3 46.jpg,2,0.0
2 28 D4 26.jpg,41,46.0
3 1 C2 40.jpg,56,90.0
3 7 D3 29.jpg,16,39.0
2 27 D5 26.jpg,28,38.0
2 25 D5 11.jpg,13,10.0
3 3 C4 14.jpg,46,49.0
3 9 D4 24.jpg,80,73.0
3 8 D3 41.jpg,66,50.0
2 25 D4 13.jpg,39,52.0
3 2 C1 11.jpg,58,61.0
2 26 D3 14.jpg,34,42.0
3 4 C1 50.jpg,28,47.0
3 1 D1 49.jpg,64,74.0
3 4 D4 29.jpg,51,41.0
2 27 C3 1.jpg,32,33.0
2 27 C3 21.jpg,46,51.0
3 5 D1 47.jpg,23,33.0
2 26 D5 8.jpg,57,63.0
2 25 C2 3.jpg,87,83.0
3 9 C5 13.jpg,49,66.0
3 3 D2 23.jpg,68,73.0
2 27 D2 5.jpg,82,81.0
3 6 D1 10.jpg,3,0.0
2 25 C2 10.jpg,49,62.0
2 26 C1 23.jpg,44,49.0
3 1 D3 9.jpg,54,46.0
2 28 C4 50.jpg,3,2.0
3 8 C4 25.jpg,35,42.0
2 27 C1 17.jpg,56,76.0
3 3 D1 50.jpg,53,68.0
3 5 D5 15.jpg,44,47.0
2 21 D1 28.jpg,13,19.0
2 25 C4 44.jpg,69,66.0
2 22 D2 40.jpg,8,15.0
3 7 C4 51.jpg,37,35.0
2 28 C5 50.jpg,0,0.0
2 23 C2 60.jpg,43,50.0
2 27 C1 29.jpg,31,25.0
2 23 C2 29.jpg,29,39.0
3 5 C3 10.jpg,19,18.0
2 27 D3 46.jpg,48,49.0
2 28 D4 12.jpg,76,87.0
3 3 C5 36.jpg,129,94.0
3 6 C2 54.jpg,45,48.0
2 25 C4 52.jpg,29,32.0
2 23 D2 56.jpg,14,47.0
2 24 C4 17.jpg,7,16.0
3 4 C2 56.jpg,41,35.0
3 6 C1 35.jpg,44,38.0
3 5 D5 49.jpg,49,48.0
3 2 D3 27.jpg,39,59.0
2 26 C2 39.jpg,54,55.0
2 26 D2 15.jpg,16,25.0
2 24 C3 57.jpg,34,34.0
3 1 C5 45.jpg,92,59.0
3 1 D5 41.jpg,24,33.0
3 6 C2 32.jpg,51,58.0
2 28 D3 5.jpg,78,72.0
2 23 D3 50.jpg,10,7.0
2 24 D3 16.jpg,38,39.0
3 8 D5 28.jpg,43,41.0
2 27 C5 25.jpg,33,36.0
2 27 C2 20.jpg,44,55.0
2 22 D2 39.jpg,13,22.0
3 3 C4 28.jpg,24,61.0
3 2 D4 56.jpg,79,76.0
2 27 C2 47.jpg,45,63.0
3 4 C3 6.jpg,72,43.0
3 4 D1 9.jpg,48,40.0
2 23 C1 1.jpg,25,36.0
3 5 C4 35.jpg,41,52.0
3 3 D5 49.jpg,70,44.0
2 27 D4 34.jpg,98,66.0
2 28 D2 44.jpg,58,68.0
2 28 C1 5.jpg,40,52.0
3 7 C5 15.jpg,3,1.0
3 7 C2 10.jpg,19,17.0
3 6 C4 39.jpg,40,53.0
3 4 D5 43.jpg,76,51.0
3 7 C3 34.jpg,7,4.0
2 25 C3 48.jpg,36,46.0
3 7 C4 45.jpg,35,48.0
3 6 C5 22.jpg,92,84.0
3 1 C2 49.jpg,19,37.0
2 25 D5 38.jpg,24,14.0
2 27 C5 24.jpg,68,55.0
2 27 D3 47.jpg,68,55.0
3 3 C5 34.jpg,104,55.0
2 24 D1 10.jpg,45,56.0
2 27 C5 15.jpg,1,4.0
3 1 D5 60.jpg,83,67.0
2 22 D1 45.jpg,23,26.0
2 26 C2 10.jpg,66,57.0
2 28 C4 19.jpg,61,54.0
3 6 D2 26.jpg,49,57.0
3 7 C5 12.jpg,5,6.0
2 26 D1 18.jpg,27,34.0
3 2 C1 5.jpg,36,57.0
2 27 D3 37.jpg,40,41.0
3 7 D5 18.jpg,0,0.0
2 28 D3 43.jpg,42,39.0
3 3 C3 9.jpg,28,47.0
3 4 C1 16.jpg,53,55.0
2 26 C4 23.jpg,32,53.0
3 4 D3 24.jpg,42,38.0
3 2 C5 1.jpg,76,91.0
3 2 D2 27.jpg,71,65.0
3 2 C2 4.jpg,37,43.0
3 5 D4 49.jpg,33,47.0
2 23 D1 22.jpg,77,69.0
2 24 D3 40.jpg,35,43.0
3 2 D2 56.jpg,20,34.0
2 25 D3 26.jpg,96,92.0
3 2 C1 26.jpg,35,52.0
3 6 C4 6.jpg,29,44.0
3 2 C3 45.jpg,40,51.0
2 28 D3 34.jpg,48,46.0
2 26 C1 4.jpg,24,43.0
2 27 C3 39.jpg,49,64.0
3 1 D2 29.jpg,59,54.0
2 28 C1 24.jpg,51,51.0
3 7 D5 49.jpg,26,36.0
2 23 C2 22.jpg,54,71.0
3 8 D3 34.jpg,30,31.0
2 28 D1 7.jpg,15,24.0
2 22 C2 48.jpg,14,16.0
3 6 C2 19.jpg,46,43.0
2 28 C4 40.jpg,59,65.0
3 7 C2 51.jpg,42,42.0
3 4 C4 48.jpg,60,55.0
2 25 C5 51.jpg,21,23.0
3 8 C3 28.jpg,45,67.0
2 25 C4 29.jpg,74,68.0
3 4 D4 4.jpg,58,58.0
3 2 C3 58.jpg,77,53.0
3 3 D3 26.jpg,92,81.0
3 1 D5 44.jpg,66,66.0
3 4 D4 6.jpg,45,42.0
3 2 C2 42.jpg,49,52.0
3 3 D1 42.jpg,39,49.0
2 26 D3 25.jpg,54,56.0
3 1 D3 52.jpg,35,29.0
3 8 D4 13.jpg,34,41.0
3 1 D3 43.jpg,20,45.0
2 28 D2 59.jpg,74,73.0
3 2 D5 8.jpg,81,83.0
2 28 C3 57.jpg,28,34.0
2 26 D1 55.jpg,38,52.0
2 24 D1 36.jpg,2,1.0
2 23 D3 1.jpg,4,7.0
3 3 D3 57.jpg,7,0.0
3 5 D5 52.jpg,18,23.0
3 4 D5 12.jpg,6,6.0
2 27 C1 32.jpg,53,48.0
3 6 D2 1.jpg,49,57.0
3 2 C1 40.jpg,48,78.0
2 22 C1 5.jpg,32,46.0
2 24 C3 29.jpg,41,54.0
2 28 C1 44.jpg,40,44.0
3 2 C3 57.jpg,26,37.0
3 3 D1 17.jpg,41,39.0
3 10 C5 33.jpg,40,31.0
3 5 D3 27.jpg,40,49.0
2 26 D5 56.jpg,44,39.0
3 1 C1 1.jpg,48,51.0
3 7 C3 54.jpg,19,32.0
2 28 C1 48.jpg,97,73.0
3 5 C3 6.jpg,40,54.0
2 26 C5 39.jpg,47,43.0
3 4 D3 50.jpg,60,57.0
3 1 C3 27.jpg,50,83.0
2 24 C2 47.jpg,45,57.0
3 4 D3 28.jpg,8,36.0
2 26 D1 6.jpg,23,44.0
3 1 C1 12.jpg,59,57.0
3 6 D2 52.jpg,52,60.0
3 2 D2 30.jpg,36,35.0
3 4 D1 47.jpg,19,16.0
3 9 C5 24.jpg,90,83.0
2 28 C3 9.jpg,69,57.0
3 5 C3 49.jpg,0,0.0
3 5 C4 8.jpg,61,79.0
3 1 D3 14.jpg,94,76.0
3 1 C5 54.jpg,61,61.0
3 2 D3 26.jpg,59,59.0
3 6 D1 60.jpg,0,0.0
2 21 C1 11.jpg,16,24.0
2 26 D2 10.jpg,6,2.0
3 8 C3 48.jpg,22,40.0
3 4 D3 39.jpg,58,49.0
3 8 D3 31.jpg,1,34.0
3 3 D3 34.jpg,62,30.0
2 23 C1 13.jpg,42,58.0
3 6 D4 45.jpg,51,36.0
3 7 D4 4.jpg,28,35.0
2 28 C5 32.jpg,66,62.0
2 26 C3 32.jpg,41,55.0
2 28 C1 58.jpg,11,12.0
2 26 C5 29.jpg,31,33.0
3 2 D1 9.jpg,49,52.0
3 1 D3 19.jpg,33,45.0
2 26 C4 7.jpg,58,82.0
3 9 D4 57.jpg,84,70.0
3 8 C3 45.jpg,36,49.0
2 25 C1 22.jpg,92,91.0
3 5 C5 11.jpg,20,37.0
3 5 D5 31.jpg,42,52.0
3 2 C2 46.jpg,54,58.0
3 4 D5 50.jpg,58,49.0
3 6 C2 44.jpg,64,64.0
3 6 C3 37.jpg,65,72.0
2 28 D2 19.jpg,41,85.0
3 7 D3 39.jpg,72,58.0
3 7 D3 32.jpg,36,44.0
3 4 C3 47.jpg,42,35.0
3 3 D1 60.jpg,60,61.0
3 5 D1 13.jpg,82,96.0
2 22 C2 41.jpg,8,9.0
2 23 C3 30.jpg,9,18.0
3 1 C5 23.jpg,65,54.0
3 5 C4 21.jpg,21,18.0
3 3 D5 21.jpg,51,45.0
3 7 D5 22.jpg,82,70.0
3 3 C4 35.jpg,79,66.0
2 27 D2 18.jpg,58,55.0
2 22 D2 54.jpg,23,24.0
3 9 C5 58.jpg,45,66.0
2 22 C2 36.jpg,18,23.0
2 26 D2 56.jpg,58,46.0
2 27 D3 25.jpg,54,55.0
2 25 D5 12.jpg,41,18.0
2 28 C2 58.jpg,50,49.0
3 6 C2 5.jpg,49,50.0
2 28 C2 3.jpg,59,96.0
2 28 C3 48.jpg,34,21.0
3 4 D1 50.jpg,41,48.0
3 8 C5 29.jpg,35,33.0
3 5 D3 6.jpg,57,58.0
3 6 D3 16.jpg,53,59.0
3 5 C2 16.jpg,22,34.0
2 24 C1 55.jpg,47,41.0
2 28 D2 27.jpg,48,58.0
3 9 D4 3.jpg,66,54.0
3 5 D2 4.jpg,61,57.0
3 4 D1 54.jpg,45,49.0
2 24 D1 9.jpg,14,30.0
3 2 C1 6.jpg,42,56.0
2 27 C4 21.jpg,64,61.0
2 27 D5 18.jpg,35,46.0
2 26 C4 52.jpg,63,81.0
3 2 D2 8.jpg,62,83.0
3 7 C2 54.jpg,46,42.0
3 1 D5 37.jpg,61,75.0
3 8 D4 23.jpg,75,79.0
3 3 D2 38.jpg,71,77.0
3 9 D4 21.jpg,80,80.0
3 2 D3 57.jpg,16,0.0
3 1 D1 23.jpg,65,71.0
3 1 C5 56.jpg,70,64.0
2 26 C2 44.jpg,83,77.0
2 26 C5 6.jpg,4,14.0
3 5 C1 30.jpg,46,61.0
3 2 D4 20.jpg,57,51.0
3 6 D3 18.jpg,0,0.0
2 26 C4 50.jpg,21,42.0
2 28 D3 30.jpg,87,81.0
3 4 D2 31.jpg,43,47.0
2 26 C5 35.jpg,59,39.0
2 24 D1 49.jpg,79,77.0
2 26 D2 35.jpg,52,57.0
2 25 C1 5.jpg,72,51.0
2 24 D1 29.jpg,66,60.0
2 24 D3 7.jpg,59,68.0
2 22 C2 56.jpg,16,24.0
2 27 D3 36.jpg,105,93.0
3 1 C2 46.jpg,53,80.0
2 24 D4 54.jpg,10,23.0
2 26 D1 32.jpg,83,84.0
3 6 D4 42.jpg,70,58.0
3 5 C3 21.jpg,26,39.0
2 25 D5 26.jpg,4,5.0
2 27 D2 60.jpg,78,77.0
2 27 D3 16.jpg,70,46.0
2 25 D5 22.jpg,20,17.0
2 25 C4 19.jpg,67,54.0
2 27 C3 5.jpg,44,59.0
2 27 C2 32.jpg,50,53.0
2 24 C1 50.jpg,62,54.0
3 8 D4 4.jpg,31,32.0
3 5 D4 15.jpg,26,35.0
2 27 D4 41.jpg,44,53.0
3 1 D5 11.jpg,88,65.0
2 27 D2 45.jpg,64,53.0
3 5 C2 56.jpg,28,30.0
3 5 D2 26.jpg,33,42.0
3 9 D5 55.jpg,26,57.0
3 8 D4 32.jpg,65,64.0
2 25 C1 14.jpg,29,40.0
2 24 D3 48.jpg,22,30.0
3 1 D3 25.jpg,66,69.0
3 6 C1 7.jpg,57,57.0
3 5 C2 6.jpg,30,30.0
2 25 C2 50.jpg,48,52.0
3 3 D2 53.jpg,87,73.0
2 28 C1 28.jpg,51,65.0
3 4 C4 31.jpg,68,69.0
2 28 C1 15.jpg,27,37.0
2 25 D5 5.jpg,5,5.0
2 26 D2 24.jpg,35,55.0
2 26 D3 53.jpg,26,45.0
2 24 D2 42.jpg,82,74.0
3 5 C4 33.jpg,50,59.0
2 28 C5 30.jpg,32,26.0
2 26 D3 21.jpg,36,58.0
2 28 D2 33.jpg,72,73.0
2 24 D4 52.jpg,20,21.0
2 25 D1 15.jpg,57,57.0
3 8 D4 55.jpg,45,40.0
3 3 D5 45.jpg,62,58.0
2 25 D1 42.jpg,26,32.0
2 27 C2 48.jpg,45,52.0
3 2 C1 4.jpg,33,51.0
2 26 D4 38.jpg,29,48.0
2 26 C2 55.jpg,34,41.0
3 1 D3 44.jpg,62,46.0
3 4 D4 21.jpg,80,56.0
2 26 D3 34.jpg,15,32.0
3 3 D3 38.jpg,53,57.0
2 28 C5 2.jpg,23,28.0
3 7 D2 12.jpg,59,82.0
3 1 D2 22.jpg,85,71.0
2 27 D4 7.jpg,89,70.0
2 27 D2 6.jpg,46,58.0
2 26 C4 37.jpg,75,70.0
3 3 D1 29.jpg,94,85.0
2 25 D4 49.jpg,39,54.0
3 1 C4 1.jpg,78,72.0
3 9 D5 13.jpg,51,46.0
3 5 C5 27.jpg,32,41.0
3 2 D4 41.jpg,79,82.0
2 24 C1 3.jpg,40,48.0
2 24 C3 58.jpg,41,46.0
3 3 C3 43.jpg,39,67.0
3 1 C2 33.jpg,60,71.0
2 26 D3 19.jpg,48,46.0
2 23 C1 11.jpg,50,55.0
3 4 D3 56.jpg,43,42.0
3 2 C4 9.jpg,12,20.0
3 3 D3 10.jpg,55,56.0
2 24 C4 7.jpg,63,65.0
2 25 C3 44.jpg,76,75.0
3 2 C3 17.jpg,57,54.0
3 2 C4 30.jpg,64,66.0
2 23 D3 24.jpg,8,16.0
2 23 D3 10.jpg,7,8.0
2 26 D5 4.jpg,82,86.0
2 26 C4 44.jpg,71,76.0
3 7 D4 25.jpg,43,44.0
3 1 D1 12.jpg,63,76.0
3 2 C4 28.jpg,56,64.0
3 5 C3 22.jpg,45,52.0
2 27 C2 18.jpg,47,51.0
2 26 C3 26.jpg,1,0.0
2 28 D5 2.jpg,75,52.0
3 4 C4 17.jpg,81,79.0
3 3 C5 9.jpg,89,81.0
3 4 C2 12.jpg,58,63.0
2 22 D1 13.jpg,65,71.0
2 28 C2 37.jpg,5,1.0
3 4 D3 32.jpg,43,59.0
3 5 C3 32.jpg,59,55.0
2 27 D3 3.jpg,46,33.0
3 5 C2 18.jpg,27,48.0
2 26 D2 37.jpg,50,67.0
3 1 C4 27.jpg,50,57.0
2 26 C2 40.jpg,62,59.0
3 7 C2 59.jpg,46,38.0
3 9 C4 46.jpg,33,47.0
3 3 C5 58.jpg,59,53.0
2 26 D3 33.jpg,40,39.0
3 5 C4 36.jpg,3,3.0
2 26 D1 12.jpg,7,1.0
2 28 C3 6.jpg,64,62.0
2 25 C5 6.jpg,8,9.0
2 23 D3 40.jpg,4,7.0
3 4 C4 20.jpg,83,88.0
2 28 D1 24.jpg,26,65.0
3 2 C3 52.jpg,46,67.0
3 7 D2 51.jpg,67,55.0
2 26 D2 48.jpg,80,87.0
3 3 D1 19.jpg,97,95.0
2 27 C5 3.jpg,69,53.0
3 8 C5 45.jpg,28,29.0
2 24 C3 22.jpg,38,52.0
3 6 C4 11.jpg,47,58.0
2 23 C1 39.jpg,34,54.0
3 6 D4 11.jpg,68,69.0
2 28 C4 55.jpg,92,72.0
3 2 D5 15.jpg,70,68.0
2 27 C4 40.jpg,73,58.0
3 7 C5 8.jpg,53,47.0
2 24 C1 29.jpg,48,35.0
2 24 C3 41.jpg,46,52.0
3 4 D1 24.jpg,64,45.0
3 3 C3 40.jpg,0,0.0
3 6 D5 51.jpg,40,48.0
3 3 C1 2.jpg,66,62.0
3 3 C3 23.jpg,71,57.0
3 1 D4 9.jpg,80,42.0
2 23 D2 38.jpg,43,41.0
2 26 C3 54.jpg,44,50.0
3 1 C4 47.jpg,15,3.0
2 28 C5 9.jpg,86,56.0
2 28 C3 3.jpg,75,71.0
3 9 D5 52.jpg,21,33.0
2 27 D3 39.jpg,65,52.0
2 27 D5 7.jpg,90,58.0
2 28 C5 26.jpg,66,64.0
3 3 D4 50.jpg,48,47.0
3 1 C1 48.jpg,43,74.0
3 5 C1 19.jpg,44,66.0
3 4 C2 42.jpg,64,55.0
2 26 D1 31.jpg,62,87.0
3 3 C5 2.jpg,58,14.0
3 7 D4 14.jpg,68,67.0
3 7 C4 57.jpg,49,43.0
3 5 D1 38.jpg,94,96.0
3 4 D5 39.jpg,54,45.0
2 28 D3 32.jpg,92,57.0
2 27 D3 44.jpg,31,42.0
3 6 D4 50.jpg,36,38.0
2 24 C1 22.jpg,78,64.0
3 5 C1 43.jpg,20,29.0
2 28 C5 54.jpg,55,49.0
3 6 C4 47.jpg,0,0.0
3 1 D1 18.jpg,38,54.0
2 26 D1 29.jpg,88,74.0
3 6 C5 21.jpg,58,58.0
3 8 D4 12.jpg,46,43.0
2 25 D2 20.jpg,85,78.0
2 21 D1 33.jpg,24,29.0
2 28 D5 39.jpg,54,56.0
3 1 D3 50.jpg,47,69.0
2 26 D4 17.jpg,84,94.0
3 6 D1 13.jpg,88,83.0
3 2 D1 19.jpg,81,83.0
3 5 D5 50.jpg,36,38.0
3 10 D5 47.jpg,19,57.0
2 27 C5 19.jpg,86,65.0
3 4 C4 38.jpg,49,53.0
3 8 D4 42.jpg,77,75.0
2 22 D1 15.jpg,36,48.0
3 5 C2 52.jpg,55,61.0
2 21 C1 23.jpg,7,16.0
3 5 D1 55.jpg,67,64.0
2 24 D2 31.jpg,58,63.0
3 6 C3 56.jpg,31,30.0
3 1 D2 55.jpg,60,65.0
2 26 D5 13.jpg,56,45.0
3 4 C1 18.jpg,57,55.0
2 22 C1 50.jpg,37,37.0
2 28 C5 5.jpg,74,68.0
2 28 C5 38.jpg,20,35.0
3 4 C1 22.jpg,75,70.0
2 27 C1 38.jpg,35,46.0
2 26 D4 25.jpg,78,74.0
2 27 D2 41.jpg,73,65.0
2 25 C5 28.jpg,25,29.0
3 8 C4 12.jpg,36,41.0
2 21 C1 46.jpg,15,23.0
3 2 D1 15.jpg,58,76.0
3 8 D5 52.jpg,21,25.0
2 25 C4 47.jpg,73,67.0
2 25 D3 58.jpg,64,72.0
2 21 D1 55.jpg,18,18.0
3 9 D4 25.jpg,3,6.0
2 26 C3 55.jpg,62,62.0
3 8 C3 51.jpg,27,33.0
2 24 C1 14.jpg,58,62.0
2 27 D5 52.jpg,67,71.0
2 22 D1 60.jpg,25,32.0
3 2 D1 3.jpg,13,27.0
3 2 D1 16.jpg,112,86.0
3 6 C2 24.jpg,69,75.0
3 4 D3 22.jpg,48,39.0
3 10 D5 31.jpg,27,48.0
2 23 D2 47.jpg,58,70.0
3 8 C3 22.jpg,38,42.0
2 28 D3 52.jpg,42,52.0
3 6 D2 53.jpg,61,46.0
2 24 D1 19.jpg,85,62.0
2 25 D5 49.jpg,5,17.0
2 25 D2 49.jpg,122,101.0
3 1 D2 53.jpg,35,51.0
2 27 C1 43.jpg,45,50.0
2 24 D3 25.jpg,48,52.0
2 23 C3 41.jpg,17,15.0
3 5 C1 6.jpg,51,44.0
2 24 C2 56.jpg,53,41.0
2 25 D5 2.jpg,20,18.0
3 8 C3 27.jpg,32,34.0
3 7 C5 39.jpg,32,36.0
3 5 C1 48.jpg,51,51.0
3 5 D2 6.jpg,23,49.0
2 26 D1 45.jpg,12,0.0
3 5 D5 4.jpg,95,83.0
3 8 C5 33.jpg,39,44.0
3 6 C3 47.jpg,59,42.0
3 2 D2 49.jpg,78,71.0
2 25 C4 54.jpg,58,52.0
